"CLAVE","CVE_GEOEST","INDICE","NOM_LOC","NOM_MUN","CAT_POLI","ORI_MODIF"
"1335","010020055","3","Tepetatillo","Asientos","Rancho","Censo de 1921."
"1335","010020055","4","Tepetatillo","Asientos","Rancho","Censo de 1930."
"1335","010020055","5","Tepetatillo","Asientos","Rancho","Censo de 1940."
"1335","010020055","6","Tepetatillo","Asientos","Ejido","Censo de 1950."
"1335","010020055","7","Tepetatillo","Asientos","Ejido","Censo de 1960."
"1335","010020055","8","Tepetatillo","Asientos","Ejido","Censo de 1970."
"1335","010020055","9","Tepetatillo","Asientos","Ejido","Censo de 1980."
"1335","010020055","10","Tepetatillo","Asientos","Indefinida","Censo de 1990."
"1335","010020055","11","Rancho el Tepetatillo","Asientos","Indefinida","Conteo de 1995."
"1335","010020055","12","","","","Cambio de nombre de la localidad."
"1335","010020055","13","Rancho el Tepetatillo","Asientos","Indefinida","Censo de 2000."
"1335","010020055","14","Rancho el Tepetatillo","Asientos","Indefinida","Conteo de 2005."
"1335","010020055","15","El Tepetatillo [Rancho]","Asientos","Indefinida","Censo de 2010."
"1336","010020056","1","Tinajuela","Asientos","Rancho","Censo de 1900."
"1336","010020056","2","Tinajuela","Asientos","Rancho","Censo de 1910."
"1336","010020056","3","Tinajuela","Asientos","Rancho","Censo de 1940."
"1336","010020056","4","Tinajuela","Asientos","Ejido","Censo de 1950."
"1336","010020056","5","Tinajuela","Asientos","Ejido","Censo de 1960."
"1336","010020056","6","La Tinajuela","Asientos","Ejido","Censo de 1970."
"1336","010020056","7","La Tinajuela","Asientos","Ejido","Censo de 1980."
"1336","010020056","8","La Tinajuela","Asientos","Indefinida","Censo de 1990."
"1336","010020056","9","La Tinajuela","Asientos","Indefinida","Conteo de 1995."
"1336","010020056","10","La Tinajuela","Asientos","Indefinida","Censo de 2000."
"1336","010020056","11","La Tinajuela","Asientos","Indefinida","Conteo de 2005."
"1336","010020056","12","La Tinajuela","Asientos","Indefinida","Censo de 2010."
"1337","010020058","1","Tule","Asientos","Hacienda","Censo de 1900."
"1337","010020058","2","Tule","Asientos","Rancho","Censo de 1910."
"1337","010020058","3","","","","Cambio de categoría política."
"1337","010020058","4","El Tule","Asientos","Hacienda","Censo de 1921."
"1337","010020058","5","","","","Cambio de categoría política."
"1337","010020058","6","El Tule","Asientos","Hacienda","Censo de 1930."
"1337","010020058","7","El Tule","Asientos","Hacienda","Censo de 1940."
"1337","010020058","8","El Tule","Asientos","Ejido","Censo de 1950."
"1337","010020058","9","","","","Cambio de categoría política."
"1337","010020058","10","El Tule","Asientos","Estación de FF. CC.","Censo de 1960."
"1337","010020058","11","","","","Cambio de categoría política."
"1337","010020058","12","El Tule","Asientos","Estación de FF. CC.","Censo de 1970."
"1337","010020058","13","El Tule","Asientos","Estación de FF. CC.","Censo de 1980."
"1337","010020058","14","El Tule","Asientos","Indefinida","Censo de 1990."
"1337","010020058","15","El Tule","Asientos","Indefinida","Conteo de 1995."
"1337","010020058","16","El Tule","Asientos","Indefinida","Censo de 2000."
"1337","010020058","17","El Tule","Asientos","Indefinida","Conteo de 2005."
"1337","010020058","18","El Tule","Asientos","Indefinida","Censo de 2010."
"1338","010020059","1","Viudas de Oriente","Asientos","Rancho","Censo de 1900."
"1338","010020059","2","Viudas del Oriente","Asientos","Congregación","Censo de 1910."
"1338","010020059","3","","","","Cambio de nombre de la localidad."
"1338","010020059","4","","","","Cambio de categoría política."
"1338","010020059","5","Viudas del Oriente","Asientos","Congregación","Censo de 1921."
"1338","010020059","6","Viudas de Oriente","Asientos","Congregación","Censo de 1930."
"1338","010020059","7","","","","Cambio de nombre de la localidad."
"1338","010020059","8","Viudas de Oriente","Asientos","Congregación","Censo de 1940."
"1338","010020059","9","Viudas de Oriente","Asientos","Congregación","Censo de 1950."
"1338","010020059","10","Villa Juárez","Asientos","Congregación","Censo de 1960."
"1338","010020059","11","","","","Cambio de nombre de la localidad."
"1338","010020059","12","Villa Juárez","Asientos","Congregación","Censo de 1970."
"1338","010020059","13","Villa Juárez","Asientos","Congregación","Censo de 1980."
"1338","010020059","14","Villa Juárez","Asientos","Indefinida","Censo de 1990."
"1338","010020059","15","Villa Juárez","Asientos","Indefinida","Conteo de 1995."
"1338","010020059","16","Villa Juárez","Asientos","Indefinida","Censo de 2000."
"1338","010020059","17","Villa Juárez","Asientos","Indefinida","Conteo de 2005."
"1338","010020059","18","Villa Juárez","Asientos","Indefinida","Censo de 2010."
"1339","010020060","1","Viudas de Poniente","Asientos","Rancho","Censo de 1900."
"1339","010020060","2","Viudas Poniente","Asientos","Rancho","Censo de 1910."
"1339","010020060","3","","","","Cambio de nombre de la localidad."
"1339","010020060","4","Viudas de Poniente","Asientos","Hacienda","Censo de 1921."
"1339","010020060","5","","","","Cambio de nombre de la localidad."
"1339","010020060","6","","","","Cambio de categoría política."
"1339","010020060","7","Viudas de Poniente","Asientos","Hacienda","Censo de 1930."
"1339","010020060","8","Viudas de Poniente","Asientos","Hacienda","Censo de 1940."
"1339","010020060","9","Viudas de Poniente","Asientos","Ejido","Censo de 1950."
"1339","010020060","10","Viudas de Poniente","Asientos","Ejido","Censo de 1960."
"1339","010020060","11","Viudas de Poniente","Asientos","Ejido","Censo de 1970."
"1339","010020060","12","Viudas de Poniente","Asientos","Ejido","Censo de 1980."
"1339","010020060","13","Viudas de Poniente","Asientos","Indefinida","Censo de 1990."
"1339","010020060","14","Viudas de Poniente","Asientos","Indefinida","Conteo de 1995."
"1339","010020060","15","Viudas de Poniente","Asientos","Indefinida","Censo de 2000."
"1339","010020060","16","Viudas de Poniente","Asientos","Indefinida","Conteo de 2005."
"1339","010020060","17","Viudas de Poniente","Asientos","Indefinida","Censo de 2010."
"1340","010020061","1","El Zorrillo","Asientos","Ranchería","Censo de 1950."
"1340","010020061","2","El Zorrillo","Asientos","Ranchería","Censo de 1960."
"1340","010020061","3","","","","Baja de la localidad."
"1340","010020061","4","El Zorrillo","Asientos","Ranchería","Censo de 1970."
"1340","010020061","5","","","","Localidad rehabilitada."
"1340","010020061","6","El Zorrillo","Asientos","Ranchería","Censo de 1980."
"1340","010020061","7","El Zorrillo","Asientos","Indefinida","Censo de 1990."
"1340","010020061","8","El Zorrillo","Asientos","Indefinida","Conteo de 1995."
"1340","010020061","9","El Zorrillo","Asientos","Indefinida","Censo de 2000."
"1340","010020061","10","El Zorrillo","Asientos","Indefinida","Conteo de 2005."
"1340","010020061","11","El Zorrillo","Asientos","Indefinida","Censo de 2010."
"1341","010020062","1","Lucero","Asientos","Rancho","Censo de 1900."
"1341","010020062","2","Lucero","Asientos","Rancho","Censo de 1910."
"1341","010020062","3","El Lucero","Asientos","Rancho","Censo de 1960."
"1341","010020062","4","El Lucero","Asientos","Rancho","Censo de 1970."
"1341","010020062","5","","","","Baja de la localidad."
"1341","010020062","6","El Lucero","Asientos","Rancho","Censo de 1980."
"1341","010020062","7","","","","Localidad rehabilitada."
"1341","010020062","8","El Lucero","Asientos","Indefinida","Censo de 1990."
"1341","010020062","9","","","","Localidad de una vivienda."
"1341","010020062","10","El Lucero","Asientos","Indefinida","Conteo de 1995."
"1341","010020062","11","","","","Baja de la localidad."
"1341","010020062","","","","",""
"1342","010020066","1","Ampliación Asientos","Asientos","Pueblo","Censo de 1980."
"1342","010020066","2","Ampliación Asientos","Asientos","Indefinida","Censo de 1990."
"1342","010020066","3","","","","Baja de la localidad."
"1343","010020067","1","La Cinta","Asientos","Ejido","Censo de 1950."
"1343","010020067","2","La Cinta","Asientos","Ejido","Censo de 1980."
"1343","010020067","3","La Cinta","Asientos","Indefinida","Censo de 1990."
"1343","010020067","4","La Cinta","Asientos","Indefinida","Conteo de 1995."
"1343","010020067","5","La Cinta","Asientos","Indefinida","Censo de 2000."
"1343","010020067","6","La Cinta","Asientos","Indefinida","Conteo de 2005."
"1343","010020067","7","La Cinta","Asientos","Indefinida","Censo de 2010."
"1344","010020068","1","Portugal","Asientos","Colonia","Censo de 1950."
"1344","010020068","2","Portugal","Asientos","Colonia","Censo de 1960."
"1344","010020068","3","Portugal","Asientos","Colonia","Censo de 1980."
"1344","010020068","4","Portugal","Asientos","Indefinida","Censo de 1990."
"1344","010020068","5","Colonia Gómez Portugal","Asientos","Indefinida","Conteo de 1995."
"1344","010020068","6","","","","Cambio de nombre de la localidad."
"1344","010020068","7","Colonia Gómez Portugal","Asientos","Indefinida","Censo de 2000."
"1344","010020068","8","Colonia Gómez Portugal","Asientos","Indefinida","Conteo de 2005."
"1344","010020068","9","Colonia Gómez Portugal","Asientos","Indefinida","Censo de 2010."
"1345","010020071","1","El Orito","Asientos","Mineral","Censo de 1921."
"1345","010020071","2","","","","Localidad no habitada."
"1345","010020071","3","El Orito","Asientos","Mineral","Censo de 1930."
"1345","010020071","4","El Orito","Asientos","Mineral","Censo de 1960."
"1345","010020071","5","El Orito","Asientos","Mineral","Censo de 1970."
"1345","010020071","6","","","","Baja de la localidad."
"1345","010020071","7","El Orito","Asientos","Mineral","Censo de 1980."
"1345","010020071","8","","","","Localidad rehabilitada."
"1345","010020071","9","El Orito","Asientos","Indefinida","Censo de 1990."
"1345","010020071","10","","","","Baja de la localidad."
"1346","010020080","1","Santa Cecilia","Asientos","Rancho","Censo de 1980."
"1346","010020080","2","Santa Cecilia","Asientos","Indefinida","Censo de 1990."
"1346","010020080","3","","","","Baja de la localidad."
"1347","010020087","1","La Joya","Asientos","Rancho","Censo de 1980."
"1347","010020087","2","La Joya","Asientos","Indefinida","Censo de 1990."
"1347","010020087","3","La Joya","Asientos","Indefinida","Conteo de 1995."
"1347","010020087","4","La Joya","Asientos","Indefinida","Censo de 2000."
"1347","010020087","5","La Joya","Asientos","Indefinida","Conteo de 2005."
"1347","010020087","6","La Joya","Asientos","Indefinida","Censo de 2010."
"1348","010020088","1","Cruz de Lobato","Asientos","Rancho","Censo de 1900."
"1348","010020088","2","Cruz de Lobato","Asientos","Rancho","Censo de 1910."
"1348","010020088","3","Cruz de Lobato","Asientos","Rancho","Censo de 1921."
"1348","010020088","4","Cruz de Lobato","Asientos","Rancho","Censo de 1930."
"1348","010020088","5","Cruz de Lobato","Asientos","Rancho","Censo de 1940."
"1348","010020088","6","Cruz de Lobato","Asientos","Rancho","Censo de 1950."
"1348","010020088","7","Cruz de Lobato","Asientos","Rancho","Censo de 1960."
"1348","010020088","8","Cruz de Lobato","Asientos","Rancho","Censo de 1980."
"1348","010020088","9","Cruz de Lobato","Asientos","Indefinida","Censo de 1990."
"1348","010020088","10","","","","Localidad de una vivienda."
"1348","010020088","11","Cruz de Lobato","Asientos","Indefinida","Conteo de 1995."
"1348","010020088","12","","","","Baja de la localidad."
"1348","010020088","13","Rancho Corralejo","Asientos","Indefinida","Censo de 2010."
"1348","010020088","14","","","","Localidad rehabilitada."
"1348","010020088","15","","","","Cambio de nombre de la localidad."
"1349","010020089","1","San Isidro","Asientos","Rancho","Censo de 1910."
"1349","010020089","2","San Isidro","Asientos","Rancho","Censo de 1930."
"1349","010020089","3","","","","Localidad no habitada."
"1349","010020089","4","San Isidro","Asientos","Rancho","Censo de 1940."
"1349","010020089","5","San Isidro","Asientos","Rancho","Censo de 1950."
"1349","010020089","6","","","","Baja de la localidad."
"1349","010020089","7","San Isidro","Asientos","Rancho","Censo de 1980."
"1349","010020089","8","","","","Localidad rehabilitada."
"1349","010020089","9","San Isidro","Asientos","Indefinida","Censo de 1990."
"1349","010020089","10","","","","Localidad de una vivienda."
"1349","010020089","11","San Isidro","Asientos","Indefinida","Conteo de 1995."
"1349","010020089","12","San Isidro","Asientos","Indefinida","Censo de 2000."
"1349","010020089","13","San Isidro","Asientos","Indefinida","Conteo de 2005."
"1349","010020089","14","","","","Localidad no habitada."
"1349","010020089","15","Huevo Fértil (San Isidro)","Asientos","Indefinida","Censo de 2010."
"1349","010020089","16","","","","Cambio de nombre de la localidad."
"1349","010020089","17","","","","Localidad no habitada."
"1350","010020090","1","Bajío del Salitre","Asientos","Ranchería","Censo de 1980."
"1350","010020090","2","Bajío del Salitre","Asientos","Indefinida","Censo de 1990."
"1350","010020090","3","","","","Baja de la localidad."
"1351","010020093","1","Charco Prieto","Asientos","Ranchería","Censo de 1980."
"1351","010020093","2","Charco Prieto (El Palomar)","Asientos","Indefinida","Censo de 1990."
"1351","010020093","3","Charco Prieto (El Palomar)","Asientos","Indefinida","Conteo de 1995."
"1351","010020093","4","Charco Prieto (El Palomar)","Asientos","Indefinida","Censo de 2000."
"1351","010020093","5","Charco Prieto (El Palomar)","Asientos","Indefinida","Conteo de 2005."
"1351","010020093","6","Charco Prieto (El Palomar)","Asientos","Indefinida","Censo de 2010."
"1352","010020094","1","Los Encinos","Asientos","Ranchería","Censo de 1960."
"1352","010020094","2","Los Encinos","Asientos","Indefinida","Censo de 1990."
"1352","010020094","3","Los Encinos","Asientos","Indefinida","Conteo de 1995."
"1352","010020094","4","Los Encinos","Asientos","Indefinida","Censo de 2000."
"1352","010020094","5","Los Encinos","Asientos","Indefinida","Conteo de 2005."
"1352","010020094","6","Los Encinos","Asientos","Indefinida","Censo de 2010."
"1353","010020095","1","La Lagunita","Asientos","Indefinida","Conteo de 2005."
"1353","010020095","2","La Lagunita","Asientos","Indefinida","Censo de 2010."
"1353","010020095","3","","","","Localidad no habitada."
"1354","010020096","1","Miguel Macías","Asientos","Indefinida","Conteo de 1995."
"1354","010020096","2","","","","Localidad de una vivienda."
"1354","010020096","3","Miguel Macías (El Plan Colorado)","Asientos","Indefinida","Censo de 2000."
"1354","010020096","4","Miguel Macías (El Plan Colorado)","Asientos","Indefinida","Conteo de 2005."
"1354","010020096","5","Miguel Macías (El Plan Colorado)","Asientos","Indefinida","Censo de 2010."
"1355","010020098","1","El Rosal","Asientos","Indefinida","Censo de 1990."
"1355","010020098","2","El Rosal","Asientos","Indefinida","Conteo de 1995."
"1355","010020098","3","","","","Baja de la localidad."
"1356","010020099","1","San Agustín","Asientos","Indefinida","Conteo de 1995."
"1356","010020099","2","","","","Localidad de una vivienda."
"1356","010020099","3","San Agustín","Asientos","Indefinida","Censo de 2000."
"1356","010020099","4","","","","Baja de la localidad."
"1357","010020100","1","San José el Alto","Asientos","Indefinida","Censo de 1990."
"1357","010020100","2","","","","Localidad de una vivienda."
"1357","010020100","3","San José el Alto","Asientos","Indefinida","Conteo de 1995."
"1357","010020100","4","","","","Localidad de una vivienda."
"1357","010020100","5","San José el Alto","Asientos","Indefinida","Censo de 2000."
"1357","010020100","6","San José el Alto","Asientos","Indefinida","Conteo de 2005."
"1357","010020100","7","","","","Baja de la localidad."
"1358","010020101","1","La Soledad","Asientos","Rancho","Censo de 1900."
"1358","010020101","2","La Soledad","Asientos","Rancho","Censo de 1910."
"1358","010020101","3","La Soledad","Asientos","Rancho","Censo de 1921."
"1358","010020101","4","La Soledad","Asientos","Rancho","Censo de 1930."
"1358","010020101","5","La Soledad","Asientos","Rancho","Censo de 1940."
"1358","010020101","6","La Soledad","Asientos","Ejido","Censo de 1950."
"1358","010020101","7","La Soledad","Asientos","Ejido","Censo de 1960."
"1358","010020101","8","La Soledad","Asientos","Indefinida","Censo de 1990."
"1358","010020101","9","La Soledad","Asientos","Indefinida","Conteo de 1995."
"1358","010020101","10","La Soledad","Asientos","Indefinida","Censo de 2000."
"1358","010020101","11","La Soledad","Asientos","Indefinida","Conteo de 2005."
"1358","010020101","12","La Soledad","Asientos","Indefinida","Censo de 2010."
"1359","010020103","1","Amapolas","Asientos","Rancho","Censo de 1910."
"1359","010020103","2","Amapolas","Asientos","Rancho","Censo de 1930."
"1359","010020103","3","Amapolas","Asientos","Rancho","Censo de 1950."
"1359","010020103","4","Las Amapolas","Asientos","Indefinida","Censo de 1990."
"1359","010020103","5","Rancho las Amapolas","Asientos","Indefinida","Conteo de 1995."
"1359","010020103","6","","","","Cambio de nombre de la localidad."
"1359","010020103","7","Rancho las Amapolas","Asientos","Indefinida","Censo de 2000."
"1359","010020103","8","Rancho las Amapolas","Asientos","Indefinida","Conteo de 2005."
"1359","010020103","9","Las Amapolas [Rancho]","Asientos","Indefinida","Censo de 2010."
"1360","010020104","1","Avícola de Asientos","Asientos","Indefinida","Censo de 1990."
"1360","010020104","2","","","","Localidad de una vivienda."
"1360","010020104","3","Avícola de Asientos","Asientos","Indefinida","Conteo de 1995."
"1360","010020104","4","","","","Localidad de una vivienda."
"1360","010020104","5","Avícola de Asientos","Asientos","Indefinida","Censo de 2000."
"1360","010020104","6","Avícola de Asientos","Asientos","Indefinida","Conteo de 2005."
"1360","010020104","7","","","","Localidad no habitada."
"1360","010020104","8","Asientos [Avícola]","Asientos","Indefinida","Censo de 2010."
"1360","010020104","9","","","","Localidad no habitada."
"1361","010020105","1","El Cerro Redondo","Asientos","Indefinida","Censo de 1990."
"1361","010020105","2","","","","Localidad de una vivienda."
"1361","010020105","3","El Cerro Redondo","Asientos","Indefinida","Conteo de 1995."
"1361","010020105","4","","","","Baja de la localidad."
"1361","010020105","5","Casa del Cerro Redondo","Asientos","Indefinida","Censo de 2000."
"1361","010020105","6","","","","Localidad rehabilitada."
"1361","010020105","7","","","","Cambio de nombre de la localidad."
"1361","010020105","8","Casa del Cerro Redondo","Asientos","Indefinida","Conteo de 2005."
"1361","010020105","9","","","","Localidad no habitada."
"1361","010020105","10","Casa del Cerro Redondo","Asientos","Indefinida","Censo de 2010."
"1361","010020105","11","","","","Localidad no habitada."
"1362","010020106","1","Chiripa","Asientos","Rancho","Censo de 1900."
"1362","010020106","2","Chiripa","Asientos","Rancho","Censo de 1910."
"1362","010020106","3","La Chiripa","Asientos","Rancho","Censo de 1921."
"1362","010020106","4","La Chiripa","Asientos","Rancho","Censo de 1930."
"1362","010020106","5","La Chiripa","Asientos","Rancho","Censo de 1940."
"1362","010020106","6","","","","Baja de la localidad."
"1362","010020106","7","La Chiripa","Asientos","Rancho","Censo de 1950."
"1362","010020106","8","","","","Localidad rehabilitada."
"1362","010020106","9","La Chiripa","Asientos","Rancho","Censo de 1960."
"1362","010020106","10","La Chiripa","Asientos","Rancho","Censo de 1970."
"1362","010020106","11","","","","Baja de la localidad."
"1362","010020106","12","La Chiripa","Asientos","Indefinida","Censo de 1990."
"1362","010020106","13","","","","Localidad rehabilitada."
"1362","010020106","14","La Chiripa","Asientos","Indefinida","Conteo de 1995."
"1362","010020106","15","","","","Baja de la localidad."
"1363","010020107","1","Enrique Esparza","Asientos","Indefinida","Censo de 1990."
"1363","010020107","2","","","","Localidad de una vivienda."
"1363","010020107","3","Rancho Enrique Esparza","Asientos","Indefinida","Conteo de 1995."
"1363","010020107","4","","","","Baja de la localidad."
"1364","010020108","1","El Huizache","Asientos","Indefinida","Censo de 1990."
"1364","010020108","2","El Huizache","Asientos","Indefinida","Conteo de 1995."
"1364","010020108","3","","","","Pasa al municipio El Llano 010 con clave 0147."
"1364","010020108","4","El Huizache","Asientos","Indefinida","Censo de 2000."
"1364","010020108","5","","","","Baja de Localidad."
"1365","010020109","1","Los Laureles","Asientos","Indefinida","Censo de 1990."
"1365","010020109","2","","","","Localidad de una vivienda."
"1365","010020109","3","Rancho los Laureles (El Encuentro)","Asientos","Indefinida","Conteo de 1995."
"1365","010020109","4","","","","Cambio de nombre de la localidad."
"1365","010020109","5","","","","Localidad de dos viviendas."
"1365","010020109","6","Rancho los Laureles (El Encuentro)","Asientos","Indefinida","Censo de 2000."
"1365","010020109","7","Rancho los Laureles (El Encuentro)","Asientos","Indefinida","Conteo de 2005."
"1365","010020109","8","Los Laureles (El Encuentro) [Rancho]","Asientos","Indefinida","Censo de 2010."
"1366","010020110","1","Lomas de Valadéz","Asientos","Indefinida","Censo de 1990."
"1366","010020110","2","","","","Localidad de una vivienda."
"1366","010020110","3","Rancho la Loma","Asientos","Indefinida","Conteo de 1995."
"1366","010020110","4","","","","Localidad de una vivienda."
"1366","010020110","5","","","","Cambio de nombre de la localidad."
"1366","010020110","6","Rancho la Loma","Asientos","Indefinida","Censo de 2000."
"1366","010020110","7","Rancho la Loma","Asientos","Indefinida","Conteo de 2005."
"1366","010020110","8","La Loma [Rancho]","Asientos","Indefinida","Censo de 2010."
"1367","010020111","1","Lomas de Valadéz","Asientos","Indefinida","Censo de 1990."
"1367","010020111","2","","","","Localidad de una vivienda."
"1367","010020111","3","Lomas de Valadéz","Asientos","Indefinida","Conteo de 1995."
"1367","010020111","4","","","","Localidad de una vivienda."
"1367","010020111","5","","","","Cambio de nombre de la localidad."
"1367","010020111","6","Lomas de Valadéz","Asientos","Indefinida","Censo de 2000."
"1367","010020111","7","Lomas de Valadéz","Asientos","Indefinida","Conteo de 2005."
"1367","010020111","8","Lomas de Valadéz","Asientos","Indefinida","Censo de 2010."
"1368","010020112","1","La Palma","Asientos","Indefinida","Censo de 1990."
"1368","010020112","2","Sociedad la Palma 2","Asientos","Indefinida","Conteo de 1995."
"1368","010020112","3","","","","Cambio de nombre de la localidad."
"1368","010020112","4","Sociedad la Palma 2 (Granja la Paloma)","Asientos","Indefinida","Censo de 2000."
"1368","010020112","5","Sociedad la Palma 2 (Granja la Paloma)","Asientos","Indefinida","Conteo de 2005."
"1368","010020112","6","","","","Localidad no habitada."
"1368","010020112","7","Sociedad la Palma 2 (Granja la Paloma)","Asientos","Indefinida","Censo de 2010."
"1369","010020113","1","La Providencia","Asientos","Ranchería","Censo de 1950."
"1369","010020113","2","La Providencia","Asientos","Ranchería","Censo de 1960."
"1369","010020113","3","La Providencia","Asientos","Ranchería","Censo de 1970."
"1369","010020113","4","","","","Baja de la localidad."
"1369","010020113","5","Rancho Grande","Asientos","Indefinida","Censo de 1990."
"1369","010020113","6","","","","Localidad rehabilitada."
"1369","010020113","7","","","","Localidad de una vivienda."
"1369","010020113","8","","","","Localidad no habitada."
"1369","010020113","9","","","","Cambio de nombre de la localidad."
"1369","010020113","10","La Providencia (La Cochina)","Asientos","Indefinida","Conteo de 1995."
"1369","010020113","11","","","","Baja de la localidad."
"1369","010020113","","","","",""
"1370","010020114","1","El Ranchito","Asientos","Indefinida","Censo de 1990."
"1370","010020114","2","","","","Localidad de una vivienda."
"1370","010020114","3","El Ranchito","Asientos","Indefinida","Conteo de 1995."
"1370","010020114","4","","","","Baja de la localidad."
"1371","010020115","1","El Ranchito","Asientos","Indefinida","Censo de 1990."
"1371","010020115","2","","","","Localidad de una vivienda."
"1371","010020115","3","El Ranchito","Asientos","Indefinida","Conteo de 1995."
"1371","010020115","4","","","","Baja de la localidad."
"1372","010020116","1","Rancho Grande","Asientos","Indefinida","Censo de 1990."
"1372","010020116","2","","","","Localidad de una vivienda."
"1372","010020116","3","Rancho Grande","Asientos","Indefinida","Conteo de 1995."
"1372","010020116","4","","","","Baja de la localidad."
"1373","010020117","1","El Retiro","Asientos","Indefinida","Conteo de 1995."
"1373","010020117","2","","","","Localidad de dos viviendas."
"1373","010020117","3","El Retiro","Asientos","Indefinida","Censo de 2000."
"1373","010020117","4","El Retiro","Asientos","Indefinida","Conteo de 2005."
"1373","010020117","5","El Retiro","Asientos","Indefinida","Censo de 2010."
"1374","010020118","1","Valadéz","Asientos","Indefinida","Censo de 1990."
"1374","010020118","2","Rancho el Retoño","Asientos","Indefinida","Conteo de 1995."
"1374","010020118","3","","","","Cambio de nombre de la localidad."
"1374","010020118","4","","","","Localidad de una vivienda."
"1374","010020118","5","Rancho el Retoño","Asientos","Indefinida","Censo de 2000."
"1374","010020118","6","","","","Localidad no habitada."
"1374","010020118","7","Rancho el Retoño","Asientos","Indefinida","Conteo de 2005."
"1374","010020118","8","","","","Localidad no habitada."
"1374","010020118","9","El Retoño [Rancho]","Asientos","Indefinida","Censo de 2010."
"1374","010020118","10","","","","Localidad no habitada."
"1375","010020119","1","La Rioja","Asientos","Rancho","Censo de 1990."
"1375","010020119","2","","","","Localidad de dos viviendas."
"1375","010020119","3","Rancho Casa Blanca (Alto Bonito)","Asientos","Indefinida","Conteo de 1995."
"1375","010020119","4","","","","Cambio de nombre de la localidad."
"1375","010020119","5","Rancho Casa Blanca (Alto Bonito)","Asientos","Indefinida","Censo de 2000."
"1375","010020119","6","Rancho Casa Blanca (Alto Bonito)","Asientos","Indefinida","Conteo de 2005."
"1375","010020119","7","Casa Blanca (Alto Bonito) [Rancho]","Asientos","Indefinida","Censo de 2010."
"1376","010020120","1","San Antonio Esparza","Asientos","Indefinida","Conteo de 1995."
"1376","010020120","2","San Antonio Esparza","Asientos","Indefinida","Censo de 2000."
"1376","010020120","3","","","","Baja de la localidad."
"1376","010020120","4","","","","Localidad fusionada a la localidad Charco Prieto (El Palomar) 0093."
"1377","010020121","1","Rancho el Sotelo","Asientos","Indefinida","Conteo de 1995."
"1377","010020121","2","","","","Localidad de una vivienda."
"1377","010020121","3","Rancho el Sotelo","Asientos","Indefinida","Censo de 2000."
"1377","010020121","4","","","","Localidad no habitada."
"1377","010020121","5","Rancho el Sotelo","Asientos","Indefinida","Conteo de 2005."
"1377","010020121","6","","","","Localidad no habitada."
"1377","010020121","7","El Sotelo [Rancho]","Asientos","Indefinida","Censo de 2010."
"1377","010020121","8","","","","Localidad no habitada."
"1378","010020122","1","Valadéz","Asientos","Indefinida","Censo de 1990."
"1378","010020122","2","Los Valadéz","Asientos","Indefinida","Conteo de 1995."
"1378","010020122","3","","","","Localidad de dos viviendas."
"1378","010020122","4","Localidad Sin Nombre","Asientos","Indefinida","Censo de 2000."
"1378","010020122","5","","","","Localidad no habitada."
"1378","010020122","6","","","","Cambio de nombre de la localidad."
"1378","010020122","7","Localidad Sin Nombre","Asientos","Indefinida","Conteo de 2005."
"1378","010020122","8","","","","Localidad no habitada."
"1378","010020122","9","Ninguno","Asientos","Indefinida","Censo de 2010."
"1378","010020122","10","","","","Localidad no habitada."
"1379","010020123","1","Rancho San Felipe de Jesús","Asientos","Indefinida","Censo de 2010."
"1380","010020124","1","El Retorno","Asientos","Indefinida","Censo de 1990."
"1380","010020124","2","","","","Localidad de dos viviendas."
"1380","010020124","3","El Retorno","Asientos","Indefinida","Conteo de 1995."
"1380","010020124","4","","","","Localidad de una vivienda."
"1380","010020124","5","Rancho el Arbolito","Asientos","Indefinida","Censo de 2000."
"1380","010020124","6","","","","Cambio de nombre de la localidad."
"1380","010020124","7","Rancho el Arbolito","Asientos","Indefinida","Conteo de 2005."
"1380","010020124","8","","","","Localidad no habitada."
"1380","010020124","9","El Arbolito [Rancho]","Asientos","Indefinida","Censo de 2010."
"1381","010020128","1","El Tulillo","Asientos","Rancho","Censo de 1921."
"1381","010020128","2","El Tulillo","Asientos","Rancho","Censo de 1930."
"1381","010020128","3","San José del Tulillo","Asientos","Ejido","Censo de 1950."
"1381","010020128","4","","","","Cambio de nombre de la localidad."
"1381","010020128","5","","","","Cambio de categoría política."
"1381","010020128","6","San José del Tulillo","Asientos","Ejido","Censo de 1960."
"1381","010020128","7","San José del Tulillo","Asientos","Indefinida","Censo de 1990."
"1381","010020128","8","San José del Tulillo","Asientos","Indefinida","Conteo de 1995."
"1381","010020128","9","San José del Tulillo","Asientos","Indefinida","Censo de 2000."
"1381","010020128","10","San José del Tulillo","Asientos","Indefinida","Conteo de 2005."
"1381","010020128","11","San José del Tulillo","Asientos","Indefinida","Censo de 2010."
"1382","010020129","1","Buenos Aires","Asientos","Indefinida","Conteo de 1995."
"1382","010020129","2","","","","Localidad de una vivienda."
"1382","010020129","3","Buenos Aires","Asientos","Indefinida","Censo de 2000."
"1382","010020129","4","Buenos Aires","Asientos","Indefinida","Conteo de 2005."
"1382","010020129","5","","","","Baja de la localidad."
"1382","010020129","6","Buenos Aires [Rancho]","Asientos","Indefinida","Censo de 2010."
"1382","010020129","7","","","","Localidad Rehabilitada."
"1383","010020130","1","El Muerto","Asientos","Indefinida","Conteo de 1995."
